,Type,Gender,Officer-defined ethnicity,Object-of-search,Outcome,Outcome-linked-to-object-of-search,years,Age-min,Age-max
3303,0,1,3,3,1,1,3,2,2
3304,0,1,1,3,0,1,3,1,1
3305,0,1,1,3,0,0,3,2,2
3306,0,1,2,3,0,0,3,1,1
3308,1,1,3,3,0,0,3,0,0
3310,1,1,3,1,0,0,3,2,2
3311,0,1,1,3,1,1,3,1,1
3312,0,1,0,3,1,1,3,1,1
3313,1,1,1,3,0,0,3,1,1
3314,0,1,0,3,1,1,3,0,0
3316,0,1,3,3,0,0,3,0,0
3317,1,1,0,1,0,0,3,1,1
3319,0,1,0,3,1,1,3,2,2
3320,1,1,3,10,1,1,3,0,0
3321,1,1,3,10,1,1,3,2,2
3322,1,1,3,10,0,0,3,0,0
3324,1,1,3,1,0,1,3,1,1
3325,1,1,3,1,1,1,3,0,0
3326,1,0,3,1,1,1,3,0,0
3327,1,0,0,10,1,0,3,0,0
3328,1,1,3,8,1,1,3,2,2
3329,0,1,1,3,0,1,3,1,1
3330,0,1,3,3,1,1,3,1,1
3331,0,1,3,3,1,1,3,1,1
3333,1,1,1,3,0,0,3,2,2
3334,1,1,3,3,0,0,3,1,1
3335,1,1,3,3,0,0,3,1,1
3336,1,1,3,3,1,1,3,2,2
3337,0,1,3,3,0,0,3,1,1
3338,1,1,3,3,1,1,3,2,2
3339,1,0,3,10,1,0,3,0,0
3340,1,1,0,3,0,0,3,1,1
3341,1,1,3,10,4,0,3,1,1
3342,0,1,0,3,0,0,3,1,1
3343,0,1,0,3,0,0,3,2,2
3345,0,0,1,3,0,0,3,2,2
3346,1,1,0,3,0,0,3,1,1
3347,1,1,0,3,0,0,3,1,1
3348,1,1,2,3,0,0,3,1,1
3349,1,1,3,3,0,0,3,2,2
3350,0,1,3,6,0,0,3,2,2
3351,0,1,0,3,1,1,3,2,2
3352,1,1,3,10,1,1,3,2,2
3353,1,1,3,3,0,0,3,2,2
3354,1,1,3,3,0,0,3,2,2
3355,1,0,3,1,11,0,3,2,2
3356,0,1,3,3,0,1,3,1,1
3357,1,1,3,1,0,0,3,0,0
3359,0,1,0,3,0,0,3,1,1
3360,0,1,3,3,0,1,3,2,2
3361,0,1,1,3,5,1,3,2,2
3362,1,1,3,10,0,0,3,2,2
3363,1,1,3,10,0,0,3,1,1
3365,1,1,0,3,0,0,3,1,1
3366,1,1,1,1,0,0,3,0,0
3368,0,1,0,3,0,0,3,1,1
3370,1,1,3,8,0,0,3,2,2
3371,0,1,0,3,0,0,3,1,1
3376,1,1,3,10,4,1,3,1,1
3377,1,1,3,10,0,0,3,1,1
3378,0,1,3,3,1,1,3,0,0
3379,0,1,3,3,0,0,3,1,1
3380,1,1,3,1,0,0,3,2,2
3381,1,0,1,1,0,0,3,0,0
3384,1,0,3,3,1,1,3,2,2
3385,0,1,3,3,5,1,3,0,0
3386,0,1,1,8,1,1,3,2,2
3387,0,1,3,3,0,0,3,1,1
3388,0,1,3,3,1,1,3,1,1
3389,1,1,1,10,1,1,3,0,0
3390,1,1,2,10,1,1,3,2,2
3391,0,1,3,3,1,1,3,2,2
3392,0,1,0,3,1,1,3,1,1
3393,1,1,3,8,0,0,3,2,2
3394,1,1,3,10,0,0,3,2,2
3395,1,1,3,8,0,0,3,2,2
3396,1,1,3,8,0,0,3,1,1
3397,0,1,3,3,1,1,3,2,2
3398,1,1,0,8,0,0,3,1,1
3399,1,0,3,1,1,1,3,0,0
3400,0,1,3,3,0,0,3,1,1
3401,1,1,3,1,1,1,3,0,0
3402,1,1,0,3,0,0,3,1,1
3404,0,1,4,8,0,0,3,1,1
3405,1,1,1,3,0,0,3,1,1
3406,0,1,1,3,0,0,3,1,1
3407,0,1,1,8,0,0,3,1,1
3408,1,1,3,3,5,1,3,0,0
3409,1,1,0,3,0,0,3,2,2
3410,1,1,1,1,0,0,3,0,0
3411,0,1,0,3,0,0,3,1,1
3412,1,1,3,1,0,0,3,0,0
3413,1,1,3,10,0,1,3,0,0
3414,1,1,3,3,0,0,3,0,0
3415,1,1,3,1,1,0,3,2,2
3416,1,1,3,5,0,0,3,0,0
3418,1,1,3,8,0,0,3,0,0
3419,0,1,1,3,0,0,3,0,0
3420,1,1,3,3,0,1,3,1,1
3421,0,1,3,3,0,1,3,2,2
3423,0,1,1,3,0,0,3,0,0
3424,1,1,3,1,0,0,3,1,1
3425,1,1,0,3,0,0,3,2,2
3426,0,1,2,3,0,0,3,2,2
3427,0,1,3,3,1,1,3,0,0
3428,1,1,3,10,0,0,3,1,1
3429,1,1,3,1,0,1,3,2,2
3430,0,1,3,3,1,1,3,2,2
3431,1,1,0,1,0,1,3,2,2
3432,1,1,3,10,0,0,3,0,0
3433,0,1,0,3,1,1,3,1,1
3434,1,1,0,3,1,0,3,1,1
3436,0,1,4,8,0,0,3,1,1
3437,0,1,3,5,0,0,3,1,1
3439,1,1,1,1,0,0,3,1,1
3441,0,1,3,3,11,1,3,0,0
3442,0,1,0,3,0,1,3,0,0
3443,1,1,3,1,0,0,3,2,2
3444,1,1,2,10,4,0,3,0,0
3445,0,1,3,1,0,0,3,0,0
3446,1,1,2,1,0,0,3,0,0
3447,1,0,3,1,0,0,3,0,0
3448,1,1,3,10,1,1,3,0,0
3449,0,0,3,3,0,0,3,1,1
3450,0,1,3,3,1,1,3,0,0
3451,0,1,0,3,0,0,3,2,2
3452,0,1,3,3,0,0,3,1,1
3453,1,1,0,3,0,0,3,2,2
3454,1,1,3,3,1,0,3,1,1
3455,0,1,0,1,1,1,3,0,0
3456,1,0,3,1,1,1,3,0,0
3457,1,1,1,8,1,0,3,2,2
3458,1,1,0,6,0,0,3,2,2
3459,1,1,3,10,0,1,3,2,2
3460,1,1,2,1,0,0,3,2,2
3461,0,1,0,3,0,0,3,2,2
3462,0,1,0,3,0,0,3,2,2
3463,0,1,0,3,0,0,3,2,2
3464,1,1,3,1,0,0,3,2,2
3465,0,1,3,1,0,1,3,2,2
3466,0,1,3,3,1,1,3,2,2
3467,1,1,3,1,0,0,3,0,0
3468,0,1,0,3,0,0,3,1,1
3469,0,1,2,3,0,0,3,1,1
3470,1,1,0,3,0,0,3,1,1
3471,1,1,3,1,1,1,3,1,1
3472,1,1,3,10,1,1,3,0,0
3473,1,1,1,8,1,1,3,2,2
3474,1,1,2,10,1,1,3,2,2
3475,0,1,3,10,1,1,3,1,1
3476,0,1,3,1,1,1,3,2,2
3477,0,1,3,1,1,1,3,1,1
3479,1,1,1,8,0,0,3,0,0
3481,1,1,1,8,0,0,3,0,0
3483,1,1,1,5,0,0,3,1,1
3484,1,1,3,1,1,1,3,1,1
3485,0,1,0,3,0,0,3,2,2
3487,1,1,1,8,1,1,3,2,2
3489,1,1,3,3,0,0,3,1,1
3490,1,0,3,8,0,0,3,2,2
3491,0,1,0,3,0,0,3,1,1
3492,1,1,3,1,0,0,3,0,0
3493,1,1,3,1,0,0,3,0,0
3494,1,1,1,6,0,0,3,0,0
3495,0,1,3,5,1,1,3,1,1
3496,1,1,3,1,0,1,3,1,1
3501,1,1,3,10,0,0,3,0,0
3502,1,1,3,10,0,0,3,0,0
3505,1,1,3,8,0,1,3,0,0
3507,0,1,0,3,0,0,3,1,1
3508,1,1,0,3,0,0,3,1,1
3512,1,1,3,10,0,1,3,2,2
3513,1,1,3,10,1,1,3,1,1
3514,0,1,3,3,0,0,3,1,1
3518,1,1,1,3,0,0,3,2,2
3519,1,1,3,3,1,1,3,2,2
3520,1,0,3,5,1,0,3,1,1
3521,0,1,3,3,0,0,3,2,2
3522,1,1,3,1,0,0,3,0,0
3523,1,1,3,3,1,1,3,2,2
3524,1,0,3,1,1,1,3,0,0
3525,1,0,3,1,1,1,3,0,0
3526,1,0,3,1,1,1,3,0,0
3527,1,0,3,1,1,1,3,2,2
3528,1,1,0,3,0,0,3,0,0
3530,1,1,3,3,0,0,3,2,2
3531,1,1,3,3,0,0,3,2,2
3532,0,1,3,3,0,0,3,1,1
3533,1,1,3,1,0,1,3,1,1
3534,1,1,3,1,0,0,3,1,1
3535,1,1,3,8,0,0,3,0,0
3536,0,1,3,3,1,1,3,0,0
3537,1,1,3,1,0,1,3,2,2
3540,1,1,3,3,0,0,3,2,2
3543,0,1,3,3,1,1,3,1,1
3545,1,1,3,1,0,0,3,1,1
3546,1,1,3,1,0,0,3,1,1
3547,1,1,3,1,0,0,3,1,1
3549,1,1,0,6,0,0,3,0,0
3551,1,1,0,10,12,1,3,0,0
3552,0,1,3,8,0,0,3,2,2
3553,1,1,3,3,0,0,3,2,2
3554,1,1,3,8,0,1,3,2,2
3556,1,1,1,8,0,0,3,2,2
3559,0,1,3,3,0,0,3,2,2
3560,1,1,3,3,0,0,3,0,0
3561,1,1,1,3,0,0,3,0,0
3562,1,1,2,1,0,0,3,0,0
3563,1,1,3,1,0,0,3,0,0
3564,1,1,3,1,0,0,3,0,0
3565,0,1,3,10,0,0,3,2,2
3566,1,1,3,10,0,0,3,1,1
3567,1,1,1,10,0,0,3,0,0
3568,1,1,4,10,1,1,3,1,1
3569,1,1,3,10,1,1,3,1,1
3570,0,1,1,3,1,1,3,1,1
3571,1,1,1,3,1,0,3,1,1
3572,0,1,3,10,0,0,3,2,2
3573,1,1,0,1,0,0,3,2,2
3574,1,1,3,10,1,0,3,0,0
3575,1,1,3,1,1,1,3,1,1
3576,0,1,3,1,0,0,3,1,1
3577,0,0,3,1,0,0,3,0,0
3578,1,1,0,8,0,0,3,0,0
3579,1,1,3,10,0,1,3,2,2
3580,1,1,3,1,0,0,3,2,2
3581,1,1,3,3,0,0,3,0,0
3582,1,1,3,1,1,1,3,1,1
3583,1,0,0,6,1,1,3,2,2
3584,0,1,3,3,0,0,3,0,0
3585,1,1,3,10,0,0,3,0,0
3586,1,1,3,10,0,0,3,2,2
3587,1,1,3,10,1,1,3,1,1
3588,1,1,3,10,1,1,3,1,1
3589,1,1,0,3,0,0,3,1,1
3590,1,1,3,3,1,1,3,1,1
3591,1,1,0,3,0,0,3,1,1
3592,1,1,3,3,1,1,3,0,0
3593,1,1,0,3,0,0,3,1,1
3594,1,1,0,3,0,0,3,1,1
3595,0,1,3,3,1,1,3,2,2
3596,1,0,1,3,0,0,3,2,2
3597,1,1,1,3,5,1,3,1,1
3598,1,1,2,3,0,0,3,0,0
3599,1,1,3,1,1,1,3,2,2
3600,0,1,3,3,1,1,3,1,1
3601,1,1,3,10,1,1,3,2,2
3602,1,1,3,8,0,0,3,0,0
3603,1,1,1,8,0,0,3,2,2
3604,1,1,1,3,0,1,3,2,2
3606,0,1,3,3,0,0,3,2,2
3607,0,1,3,3,0,0,3,2,2
3608,0,1,3,3,1,1,3,2,2
3609,0,1,1,3,0,0,3,2,2
3612,0,1,3,3,1,1,3,1,1
3614,1,1,3,3,0,0,3,2,2
3615,0,1,1,1,0,0,3,1,1
3616,0,1,0,3,0,0,3,0,0
3617,0,1,3,3,0,1,3,2,2
3618,0,1,1,3,0,0,3,2,2
3621,0,1,3,3,1,1,3,1,1
3622,1,1,3,9,0,1,3,1,1
3623,1,1,2,1,0,0,3,1,1
3625,1,1,3,3,5,1,3,2,2
3626,0,1,3,3,1,1,3,1,1
3627,1,0,3,1,4,0,3,1,1
3628,1,0,3,10,4,0,3,0,0
3629,1,0,3,10,4,0,3,1,1
3631,1,0,3,10,4,0,3,2,2
3632,1,0,3,10,0,0,3,2,2
3633,1,0,3,10,0,0,3,0,0
3634,1,1,3,8,0,0,3,2,2
3635,1,1,1,8,0,0,3,0,0
3636,1,1,3,8,0,0,3,2,2
3637,1,1,3,10,0,0,3,1,1
3638,1,1,3,10,0,0,3,1,1
3639,1,0,3,10,0,0,3,0,0
3640,1,1,3,1,1,0,3,2,2
3641,0,1,3,3,1,1,3,2,2
3642,0,1,3,3,1,1,3,2,2
3643,1,1,3,1,0,0,3,0,0
3644,1,0,3,1,0,0,3,2,2
3645,1,0,3,10,0,0,3,1,1
3646,1,1,3,1,1,1,3,2,2
3647,1,1,3,10,0,0,3,0,0
3648,0,1,1,3,0,0,3,1,1
3649,1,1,3,8,0,1,3,0,0
3650,0,1,3,3,1,1,3,1,1
3652,1,1,0,3,1,1,3,2,2
3653,0,1,0,3,1,1,3,2,2
3654,1,1,0,6,0,0,3,1,1
3655,0,1,3,3,1,1,3,2,2
3656,0,1,3,3,1,1,3,1,1
3657,0,1,3,3,0,0,3,2,2
3658,1,1,1,6,0,1,3,2,2
3659,1,1,3,3,0,0,3,1,1
3660,1,1,3,5,0,0,3,2,2
3661,0,1,3,3,1,1,3,0,0
3662,1,1,3,10,0,1,3,0,0
3663,1,1,3,5,1,1,3,1,1
3664,0,1,3,3,0,0,3,2,2
3665,1,1,3,10,0,0,3,0,0
3666,1,1,1,3,0,0,3,2,2
3667,1,1,0,3,0,0,3,1,1
3668,0,1,0,3,0,0,3,1,1
3669,0,1,0,3,0,0,3,1,1
3670,0,1,0,3,5,1,3,1,1
3671,1,1,3,3,0,0,3,2,2
3672,1,1,0,3,0,0,3,1,1
3673,0,1,3,3,0,0,3,2,2
3674,1,1,3,1,4,1,3,0,0
3675,1,1,3,3,12,1,3,1,1
3676,0,1,3,10,0,0,3,2,2
3677,1,0,3,3,0,0,3,0,0
3678,0,1,3,10,0,0,3,0,0
3679,1,1,1,3,0,0,3,0,0
3680,1,1,3,1,1,0,3,1,1
3681,1,1,3,1,1,0,3,2,2
3682,1,1,3,10,1,1,3,1,1
3683,1,1,3,1,1,0,3,1,1
3684,1,0,3,1,0,0,3,1,1
3685,1,0,3,1,1,0,3,2,2
3690,0,1,3,3,1,1,3,2,2
3691,1,1,2,1,0,0,3,1,1
3692,0,1,3,3,1,1,3,1,1
3693,1,1,3,1,1,1,3,1,1
3694,1,1,1,5,0,0,3,0,0
3695,0,1,3,3,0,0,3,0,0
3696,1,1,3,3,0,0,3,0,0
3697,1,1,3,10,0,0,3,0,0
3698,0,1,3,10,0,0,3,2,2
3699,1,1,3,10,0,0,3,1,1
3701,0,1,3,3,1,1,3,2,2
3702,1,1,3,1,0,0,3,2,2
3703,1,1,3,1,0,0,3,1,1
3704,0,0,3,3,0,0,3,1,1
3705,0,1,1,3,0,0,3,1,1
3706,0,1,3,3,0,0,3,1,1
3707,0,1,3,3,0,0,3,1,1
3708,1,1,3,3,1,1,3,0,0
3709,1,1,3,3,0,0,3,1,1
3710,1,1,3,3,0,0,3,1,1
3711,1,1,3,3,1,1,3,1,1
3712,1,1,3,3,0,1,3,2,2
3713,1,0,1,1,0,0,3,0,0
3714,1,1,3,3,1,1,3,2,2
3715,0,1,3,3,1,1,3,2,2
3716,0,1,3,3,1,1,3,2,2
3717,1,1,1,3,1,1,3,2,2
3718,1,1,1,3,0,1,3,2,2
3719,1,1,1,3,0,0,3,2,2
3720,1,1,2,3,0,0,3,1,1
3721,1,1,3,1,1,1,3,0,0
3722,0,1,1,3,11,1,3,2,2
3723,1,1,1,1,0,0,3,2,2
3724,0,1,0,3,0,0,3,0,0
3725,0,1,1,3,0,0,3,2,2
3726,0,1,3,3,1,1,3,2,2
3727,1,1,3,1,0,0,3,1,1
3728,1,1,3,10,0,0,3,2,2
3729,1,1,3,1,0,0,3,0,0
3730,1,1,3,10,1,0,3,2,2
3731,1,1,3,10,1,0,3,2,2
3732,0,1,3,3,1,1,3,2,2
3733,0,1,3,10,1,0,3,0,0
3734,1,1,1,3,0,1,3,1,1
3735,1,1,3,10,0,0,3,1,1
3736,1,1,1,3,0,1,3,1,1
3737,1,1,3,3,0,0,3,1,1
3738,1,1,3,3,0,0,3,2,2
3739,0,1,3,3,0,0,3,2,2
3740,0,1,1,5,0,0,3,1,1
3741,1,1,1,1,0,0,3,1,1
3742,1,1,3,3,5,1,3,1,1
3743,0,1,0,3,0,0,3,1,1
3744,1,1,2,10,1,0,3,1,1
3745,0,1,0,3,0,0,3,2,2
3746,1,1,1,1,1,0,3,2,2
3747,0,1,0,3,0,0,3,2,2
3748,0,1,3,3,1,1,3,1,1
3749,1,1,1,10,0,0,3,1,1
3750,1,1,3,1,0,0,3,2,2
3751,1,1,3,1,0,1,3,1,1
3752,1,1,3,3,0,0,3,2,2
3753,0,1,3,3,0,1,3,2,2
3754,0,1,3,3,1,1,3,1,1
3756,1,1,3,3,0,1,3,1,1
3757,1,1,3,3,0,0,3,2,2
3758,0,1,3,3,1,1,3,2,2
3759,1,1,3,3,0,1,3,0,0
3761,1,1,1,1,1,1,3,0,0
3762,1,1,4,10,0,0,3,0,0
3763,1,0,2,10,1,0,3,2,2
3764,1,1,3,1,1,0,3,1,1
3765,1,1,3,10,1,1,3,0,0
3766,1,1,3,1,0,0,3,0,0
3767,1,0,3,1,0,0,3,0,0
3768,1,1,3,3,0,1,3,1,1
3769,1,0,3,10,0,0,3,2,2
3770,1,0,3,10,0,0,3,1,1
3771,1,1,0,1,4,1,3,2,2
3772,0,1,3,1,0,0,3,2,2
3775,1,0,3,10,1,0,3,2,2
3776,1,0,3,3,0,0,3,0,0
3777,1,1,3,1,1,1,3,0,0
3778,0,1,0,3,0,0,3,2,2
3779,1,1,3,3,0,0,3,1,1
3780,0,1,0,3,1,1,3,1,1
3781,1,0,3,1,0,0,3,0,0
3782,0,1,2,3,0,0,3,1,1
3783,0,1,3,3,0,0,3,1,1
3784,1,1,3,3,0,0,3,1,1
3785,0,1,1,3,1,1,3,1,1
3786,1,1,3,3,5,1,3,1,1
3788,1,1,1,10,1,1,3,0,0
3789,1,1,3,3,1,1,3,1,1
3790,1,0,1,3,1,0,3,1,1
3791,0,1,1,3,1,1,3,1,1
3792,1,1,1,3,0,0,3,1,1
3794,0,1,0,3,0,0,3,2,2
3795,0,1,3,10,0,1,3,1,1
3796,0,1,3,10,0,1,3,1,1
3797,1,1,3,1,0,0,3,1,1
3798,1,1,3,1,0,0,3,1,1
3799,1,1,3,8,0,0,3,0,0
3800,1,1,1,8,0,0,3,2,2
3802,1,1,3,3,1,1,3,2,2
3803,0,1,2,5,1,1,3,2,2
3804,0,1,0,3,0,0,3,1,1
3805,0,1,3,3,0,0,3,2,2
3806,0,1,3,3,0,1,3,1,1
3808,1,1,1,3,0,0,3,1,1
3809,1,1,3,3,0,0,3,2,2
3810,0,1,3,3,0,0,3,1,1
3811,1,1,3,3,0,0,3,0,0
3812,1,1,1,3,0,0,3,1,1
3813,0,1,1,3,0,0,3,2,2
3814,1,1,1,3,0,0,3,2,2
3815,0,1,2,3,0,0,3,2,2
3816,0,1,3,3,1,1,3,2,2
3817,0,1,3,10,0,0,3,2,2
3818,1,1,3,10,1,0,3,1,1
3819,0,1,3,3,1,1,3,2,2
3820,1,1,3,1,1,1,3,2,2
3821,1,1,3,3,0,1,3,1,1
3822,0,1,3,10,1,0,3,1,1
3823,0,1,3,1,1,0,3,1,1
3824,1,1,3,8,0,1,3,0,0
3825,1,1,3,10,1,0,3,1,1
3826,0,1,0,3,0,0,3,1,1
3827,1,1,0,3,0,0,3,1,1
3828,1,1,0,3,0,0,3,1,1
3829,0,1,0,3,0,0,3,1,1
3830,1,0,1,3,0,0,3,1,1
3831,1,1,0,3,0,0,3,2,2
3832,0,1,0,3,0,0,3,1,1
3833,1,1,0,5,0,0,3,1,1
3834,0,1,3,3,0,0,3,2,2
3835,1,1,3,1,0,0,3,2,2
3837,0,1,1,3,0,1,3,2,2
3838,0,1,1,3,0,0,3,2,2
3839,0,1,3,1,0,0,3,2,2
3840,1,1,1,3,0,0,3,1,1
3841,1,0,1,10,1,1,3,2,2
3842,1,1,3,10,0,1,3,2,2
3843,1,1,3,1,1,1,3,1,1
3844,0,1,3,1,1,1,3,0,0
3847,1,1,3,3,1,1,3,2,2
3848,1,0,3,10,0,0,3,2,2
3849,1,1,0,3,0,0,3,2,2
3850,0,1,2,3,0,0,3,1,1
3852,1,1,3,1,0,0,3,0,0
3853,1,1,3,1,0,1,3,1,1
3855,0,1,3,5,1,1,3,2,2
3856,1,1,3,3,1,0,3,2,2
3857,0,0,3,3,0,0,3,1,1
3858,0,1,3,3,0,0,3,1,1
3859,1,1,1,3,0,0,3,2,2
3860,1,0,3,10,0,0,3,1,1
3861,0,1,3,10,0,0,3,2,2
3862,1,1,3,9,0,0,3,2,2
3863,1,1,3,3,5,0,3,0,0
3866,0,1,0,3,1,1,3,1,1
3867,1,1,3,3,0,0,3,2,2
3868,1,1,1,3,5,1,3,1,1
3869,1,0,3,3,0,0,3,1,1
3870,1,1,2,3,0,0,3,1,1
3872,1,1,3,1,0,0,3,0,0
3873,1,0,3,10,0,0,3,0,0
3874,1,0,3,10,0,0,3,2,2
3875,0,0,0,3,0,0,3,0,0
3876,1,1,0,3,0,0,3,1,1
3877,0,0,1,3,1,1,3,2,2
3878,0,1,3,3,1,1,3,1,1
3879,0,1,3,3,1,1,3,1,1
3880,1,0,3,10,0,1,3,2,2
3881,0,1,0,5,0,0,3,1,1
3882,0,1,3,3,0,0,3,2,2
3883,0,0,1,5,12,1,3,2,2
3884,0,1,3,1,0,0,3,0,0
3885,0,1,3,10,0,0,3,0,0
3886,0,1,3,10,0,0,3,0,0
3887,1,1,3,1,1,1,3,1,1
3890,1,1,4,3,5,1,3,1,1
3892,1,1,1,1,1,1,3,0,0
3893,1,0,3,1,1,1,3,2,2
3894,0,1,1,3,0,0,3,1,1
3896,1,1,0,3,0,0,3,1,1
3897,1,1,3,10,0,0,3,0,0
3898,0,1,1,8,0,0,3,1,1
3899,0,1,1,3,0,0,3,1,1
3900,1,1,1,3,0,0,3,1,1
3901,0,1,1,3,0,0,3,1,1
3902,0,1,1,8,0,0,3,1,1
3903,1,1,0,3,5,0,3,1,1
3904,0,1,0,3,0,1,3,1,1
3906,1,1,3,10,1,0,3,1,1
3907,1,0,3,10,1,0,3,1,1
3908,0,1,3,3,0,0,3,0,0
3910,1,1,3,1,0,0,3,2,2
3911,1,1,2,10,0,0,3,0,0
3912,0,1,1,3,0,0,3,2,2
3913,1,1,3,1,0,0,3,2,2
3914,1,1,1,3,1,1,3,0,0
3916,1,1,3,3,3,1,3,0,0
3918,1,1,3,3,0,0,3,0,0
3919,1,1,3,3,1,1,3,1,1
3921,0,1,3,5,0,0,3,1,1
3923,1,0,3,1,0,0,3,1,1
3924,0,1,3,3,1,1,3,1,1
3926,0,1,0,3,1,1,3,2,2
3927,0,0,1,3,0,0,3,1,1
3928,1,1,0,1,1,0,3,2,2
3929,1,1,3,8,0,0,3,0,0
3930,0,1,3,3,1,1,3,1,1
3931,1,1,3,1,0,0,3,1,1
3932,0,1,3,3,1,1,3,2,2
3933,1,1,0,10,0,0,3,0,0
3934,1,1,1,10,1,1,3,2,2
3935,1,1,3,10,0,1,3,2,2
3936,0,1,0,3,0,1,3,2,2
3937,1,1,1,3,0,0,3,1,1
3938,0,1,1,3,0,1,3,0,0
3939,1,1,0,10,0,0,3,2,2
3940,1,1,0,1,1,0,3,2,2
3941,1,1,3,3,5,0,3,1,1
3942,1,0,0,3,0,0,3,1,1
3943,0,1,0,3,0,0,3,1,1
3944,1,1,0,3,0,0,3,2,2
3945,1,1,0,3,0,0,3,2,2
3946,0,1,0,3,0,0,3,2,2
3947,1,1,0,3,5,1,3,0,0
3948,0,1,3,3,0,0,3,2,2
3949,1,1,3,1,0,0,3,0,0
3950,1,1,3,1,1,1,3,0,0
3951,1,1,3,8,0,0,3,1,1
3954,1,1,3,3,1,1,3,0,0
3955,1,1,3,8,0,0,3,1,1
3956,1,1,3,1,1,1,3,2,2
3957,1,1,3,8,1,1,3,0,0
3958,1,1,3,8,1,1,3,0,0
3959,1,0,3,10,1,1,3,0,0
3960,1,1,3,3,0,0,3,2,2
3961,1,1,3,3,0,0,3,0,0
3962,1,1,3,1,0,1,3,2,2
3963,0,1,3,10,0,1,3,2,2
3964,1,0,3,10,0,0,3,2,2
3965,0,1,0,3,1,1,3,2,2
3966,0,1,3,3,1,1,3,1,1
3967,1,1,3,3,1,0,3,2,2
3969,0,1,3,3,1,1,3,2,2
3970,1,0,0,10,1,1,3,0,0
3971,1,1,3,1,4,0,3,0,0
3972,0,1,3,3,0,0,3,2,2
3973,1,1,3,8,0,0,3,2,2
3974,1,1,3,3,0,0,3,1,1
3975,0,1,3,3,0,0,3,1,1
3976,1,1,0,3,0,1,3,2,2
3977,1,1,1,8,0,0,3,1,1
3978,0,1,3,3,0,1,3,2,2
3979,0,0,1,3,5,1,3,2,2
3980,1,1,3,1,1,1,3,0,0
3981,1,1,1,3,0,0,3,1,1
3982,0,1,1,3,1,1,3,1,1
3983,0,0,0,3,0,1,3,0,0
3984,0,1,0,3,1,1,3,2,2
3985,1,1,3,10,0,0,3,2,2
3986,1,1,3,10,0,0,3,0,0
3987,1,1,3,3,5,1,3,0,0
3988,0,1,3,3,1,0,3,1,1
3991,1,0,3,10,0,0,3,1,1
3992,0,0,1,3,0,0,3,2,2
3993,1,1,3,1,0,0,3,1,1
3994,1,1,3,1,0,0,3,2,2
3995,1,1,3,1,0,1,3,0,0
3996,1,1,1,8,1,1,3,2,2
3997,1,1,3,10,1,0,3,0,0
3998,1,0,1,3,0,0,3,2,2
3999,1,1,1,3,0,0,3,1,1
4000,1,1,3,1,0,0,3,1,1
4001,1,1,3,1,0,0,3,2,2
4002,1,1,3,1,0,0,3,0,0
4003,1,1,3,1,1,1,3,0,0
4004,1,1,3,3,1,1,3,2,2
4005,0,1,0,3,0,1,3,1,1
4006,0,1,1,3,1,1,3,1,1
4007,1,1,0,3,0,0,3,0,0
4008,1,1,1,3,1,1,3,1,1
4009,1,1,1,3,0,0,3,1,1
4010,0,1,1,3,1,1,3,1,1
4011,1,1,3,3,1,1,3,1,1
4012,1,1,3,10,0,0,3,2,2
4013,1,0,3,1,0,0,3,1,1
4014,1,1,2,10,0,0,3,2,2
4015,0,1,1,3,1,1,3,1,1
4016,0,1,1,10,0,0,3,2,2
4017,1,1,3,8,4,0,3,2,2
4021,0,1,0,8,0,0,3,1,1
4022,1,1,0,8,0,0,3,1,1
4023,0,1,3,3,1,1,3,1,1
4026,1,1,0,8,0,0,3,1,1
4028,0,1,3,3,1,1,3,2,2
4029,1,1,3,1,1,0,3,0,0
4030,1,1,3,10,1,1,3,2,2
4031,1,1,3,3,1,1,3,1,1
4032,0,1,3,3,1,1,3,2,2
4034,1,1,0,8,0,0,3,1,1
4035,1,1,1,3,3,1,3,1,1
4036,0,1,3,3,1,1,3,1,1
4037,1,1,3,3,0,0,3,1,1
4038,1,1,3,1,1,1,3,2,2
4039,1,0,3,1,0,1,3,2,2
4040,0,1,1,3,0,0,3,2,2
4041,1,1,0,3,12,1,3,0,0
4042,0,1,0,3,1,0,3,1,1
4043,1,1,3,8,0,0,3,0,0
4044,0,1,1,3,5,1,3,1,1
4045,1,1,1,3,0,0,3,1,1
4046,1,1,1,3,5,1,3,1,1
4047,0,1,3,3,1,1,3,2,2
4048,1,1,3,1,0,0,3,0,0
4049,1,0,3,3,1,1,3,1,1
4050,0,1,3,3,1,1,3,2,2
4051,1,1,3,3,1,0,3,1,1
4052,1,1,0,8,0,1,3,1,1
4053,0,1,0,3,0,0,3,1,1
4054,0,1,0,8,0,0,3,1,1
4055,1,1,3,10,0,0,3,0,0
4056,0,0,3,3,1,1,3,2,2
4057,0,1,3,3,0,0,3,1,1
4058,1,1,3,3,0,0,3,1,1
4060,1,1,1,3,0,0,3,1,1
4062,1,1,3,3,1,0,3,1,1
4063,1,1,2,3,0,0,3,2,2
4064,0,1,0,3,0,0,3,2,2
4065,0,1,0,3,5,1,3,2,2
4066,1,1,1,1,0,1,3,0,0
4067,1,1,1,1,0,0,3,0,0
4068,1,1,3,1,1,1,3,2,2
4069,0,1,0,3,0,0,3,1,1
4070,0,1,3,3,11,1,3,2,2
4071,1,1,1,10,0,0,3,2,2
4073,1,1,0,3,5,1,3,1,1
