,Number of Vehicles,1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Vehicle Number,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
1693,3,1,1,1,1,3,21,1,3,1,55
1694,4,3,2,1,2,1,9,1,3,2,86
1695,4,3,2,1,2,2,19,1,3,1,36
1696,2,3,2,1,1,1,9,1,3,1,41
1697,2,3,2,1,1,2,9,1,3,1,31
1698,2,3,1,4,1,2,8,1,3,1,46
1699,2,3,1,6,1,2,9,1,3,2,27
1700,2,3,1,4,1,2,1,1,3,2,39
1701,2,6,2,4,2,2,9,1,3,2,35
1702,2,6,2,4,2,2,3,1,3,1,54
1703,4,3,2,4,1,1,9,1,3,1,26
1704,4,3,2,4,1,1,9,2,3,1,24
1705,4,3,2,4,1,1,9,2,3,2,20
1706,4,3,2,4,1,2,9,1,3,1,44
1707,4,3,2,4,1,3,9,1,3,1,27
1708,2,6,2,4,1,2,8,1,3,1,42
1709,1,6,2,1,1,1,9,3,2,2,11
1710,2,6,1,1,1,2,19,1,3,1,53
1711,2,3,1,1,1,2,1,1,2,1,47
1712,1,3,2,4,1,1,9,2,3,1,83
1713,2,3,2,4,1,2,9,1,3,1,50
1714,2,6,2,4,2,2,1,1,3,2,10
1715,3,3,2,4,2,1,9,1,3,1,89
1716,2,6,2,1,2,2,9,1,3,1,25
1717,2,4,2,6,2,2,9,1,3,2,39
1718,2,1,2,1,2,2,9,1,3,2,55
1719,1,6,1,1,1,1,9,3,3,2,11
1720,1,6,1,4,1,1,9,3,3,2,13
1721,1,6,2,4,1,1,9,1,3,1,32
1722,2,6,2,1,1,2,1,1,3,1,26
1723,2,6,1,4,1,2,1,1,3,1,32
1724,1,6,2,1,1,1,9,3,3,1,41
1725,1,6,2,1,1,1,9,3,3,1,31
1726,1,6,1,4,1,1,19,3,2,1,73
1727,2,6,2,1,1,2,1,1,3,1,30
1728,1,3,2,4,2,1,19,3,2,2,15
1729,2,6,2,1,1,1,9,1,3,2,23
1730,2,6,2,4,1,2,1,1,3,1,49
1731,3,3,2,1,2,2,9,1,3,2,56
1732,2,6,2,1,2,1,9,1,3,2,17
1733,1,6,2,4,1,1,19,3,3,2,16
1734,1,6,2,4,1,1,19,3,3,2,16
1735,3,3,1,4,1,1,9,1,3,1,21
1736,3,3,1,4,1,2,9,1,3,1,30
1737,2,6,2,4,2,2,9,1,3,2,23
1738,1,6,2,6,1,1,9,1,2,1,87
1739,1,3,2,4,2,1,11,3,3,2,20
1740,2,1,2,4,2,1,9,2,3,2,43
1741,2,6,2,4,2,1,9,1,3,2,26
1742,2,6,2,4,2,1,9,2,3,2,36
1743,2,6,2,4,2,2,9,1,3,1,41
1744,2,3,2,4,2,2,9,1,2,1,47
1745,1,6,2,4,1,1,9,3,2,1,27
1746,5,4,2,4,2,1,9,1,2,1,26
1747,2,6,2,1,1,2,1,1,3,1,35
1748,3,2,2,1,1,2,19,1,3,1,41
1749,2,3,2,4,2,1,1,1,3,1,38
1750,2,3,1,4,1,2,1,1,3,1,13
1751,2,6,4,4,1,1,9,1,3,2,27
1752,2,3,1,1,1,1,9,1,3,1,26
1753,2,6,2,1,1,1,9,2,3,2,29
1754,2,6,2,1,1,1,9,2,3,2,50
1755,2,6,2,1,1,2,9,1,3,1,45
1756,2,6,2,4,1,2,1,1,2,2,31
1757,2,6,1,4,1,2,9,2,3,2,47
1758,2,3,1,4,1,2,9,1,3,1,35
1759,1,6,1,4,1,1,9,3,2,1,39
1760,2,6,1,1,1,1,9,1,3,1,57
1761,2,6,1,1,1,2,9,1,3,2,42
1762,2,6,1,1,1,2,9,2,3,1,41
1763,2,6,2,4,2,2,9,2,3,1,24
1764,2,3,1,4,1,1,9,1,3,1,88
1765,2,3,1,4,1,2,9,1,3,2,27
1766,1,3,2,4,1,1,9,1,3,1,21
1767,2,4,2,1,1,1,9,2,3,1,29
1768,1,6,1,4,1,1,9,3,3,2,36
1769,1,6,1,4,1,1,9,3,3,2,12
1770,1,6,1,4,1,1,9,3,3,1,8
1771,1,6,1,4,1,1,9,3,3,2,34
1772,2,6,1,4,1,2,3,1,2,1,20
1773,2,3,4,4,1,1,9,1,3,1,37
1774,2,3,4,4,1,2,9,1,3,2,27
1775,2,6,1,1,1,1,9,1,3,2,28
1776,1,3,1,1,1,1,3,1,2,1,25
1777,2,3,1,1,1,2,1,1,3,1,49
1778,1,3,1,1,1,1,9,3,2,2,16
1779,1,6,1,1,1,1,11,3,2,2,20
1780,1,6,1,4,1,1,10,3,3,2,76
1781,5,1,1,4,1,1,9,1,3,2,39
1782,5,1,1,4,1,2,9,1,3,2,53
1783,5,1,1,4,1,3,19,1,3,1,54
1784,2,6,1,4,1,2,9,1,3,1,30
1785,2,6,1,1,1,2,9,1,3,2,44
1786,2,3,1,1,1,1,9,1,3,2,48
1787,2,3,1,1,1,2,9,1,3,1,58
1788,2,6,1,1,1,2,1,1,3,1,31
1789,1,1,1,1,1,1,19,3,2,1,43
1790,2,6,1,1,1,2,3,1,2,1,18
1791,1,6,1,6,1,1,9,3,3,1,11
1792,2,3,1,7,1,2,9,1,3,1,28
1793,2,6,2,4,1,2,3,1,2,1,26
1794,3,6,1,4,1,2,9,1,3,1,33
1795,5,2,1,1,1,5,9,1,3,2,39
1796,5,2,1,1,1,3,9,1,3,1,40
1797,5,2,1,1,1,3,9,2,3,1,38
1798,5,2,1,1,1,1,9,1,3,2,37
1799,2,6,1,1,1,2,1,1,2,1,37
1800,2,3,1,1,1,2,9,1,3,2,56
1801,2,3,1,1,1,2,9,2,3,2,20
1802,1,6,2,1,1,1,9,3,2,1,70
1803,1,6,2,1,1,1,9,3,2,2,67
1804,1,6,1,1,1,1,9,3,3,2,11
1805,2,1,2,4,2,1,9,1,3,2,33
1806,1,6,2,1,1,1,9,3,2,2,22
1807,2,1,2,4,1,2,9,2,3,2,45
1808,2,1,2,4,1,2,9,1,3,2,61
1809,2,1,2,4,1,2,9,2,3,2,38
1810,2,1,2,4,1,2,9,2,3,1,12
1811,1,6,2,4,1,1,9,3,3,1,17
1812,1,6,1,4,1,1,9,3,3,2,21
1813,1,6,1,4,1,1,9,3,3,2,49
1814,2,6,2,4,1,1,1,1,3,1,27
1815,1,6,2,4,2,1,8,3,2,2,34
1816,2,3,1,1,1,2,9,1,3,2,49
1817,2,3,1,1,1,1,11,2,3,2,73
1818,2,3,1,1,1,1,11,2,3,2,18
1819,2,3,1,1,1,2,5,1,3,1,29
1820,2,3,1,1,1,2,9,1,3,1,32
1821,2,6,1,1,1,2,9,1,3,2,51
1822,2,1,1,1,1,2,9,2,3,1,21
1823,2,1,1,1,1,2,9,1,3,2,21
1824,1,4,2,1,4,1,9,3,3,1,15
1825,3,1,1,1,1,3,9,1,3,1,32
1826,1,6,2,4,5,1,9,3,3,1,23
1827,1,6,2,4,5,1,9,3,3,1,27
1828,1,6,2,4,5,1,9,3,2,2,81
1829,2,3,1,4,1,2,1,1,3,1,41
1830,2,1,2,4,1,1,9,1,3,1,26
1831,1,6,2,4,1,1,5,3,2,2,29
1832,1,6,1,1,1,1,9,3,3,2,12
1833,2,6,2,4,1,2,9,1,3,1,38
1834,2,6,2,4,1,2,9,2,2,2,38
1835,2,3,2,4,1,2,3,1,2,1,34
1836,3,1,2,4,2,1,9,1,2,1,73
1837,1,6,2,4,2,1,9,3,2,1,73
1838,2,1,2,4,2,2,9,1,3,2,40
1839,1,3,1,4,1,1,8,3,3,1,65
1840,2,6,1,1,1,2,9,1,3,1,62
1841,2,3,1,1,1,2,9,2,3,1,38
1842,2,3,2,1,1,1,19,1,2,1,59
1843,2,3,2,1,1,2,9,1,2,1,86
1844,1,6,1,1,1,1,9,3,3,1,33
1845,4,3,2,1,2,1,9,1,2,2,41
1846,4,3,2,1,2,2,9,1,2,2,30
1847,4,3,2,1,2,3,9,1,3,1,69
1848,4,3,2,1,2,4,9,1,3,2,44
1849,3,3,2,4,3,2,8,1,3,1,29
1850,3,6,2,1,4,2,16,1,2,2,66
1851,3,6,2,1,4,3,16,1,3,2,59
1852,2,6,2,1,1,2,1,1,2,1,51
1853,2,4,2,4,1,2,9,1,3,1,34
1854,1,3,2,6,1,1,9,1,3,1,21
1855,2,6,2,1,8,2,9,1,3,1,39
1856,1,3,1,4,1,1,9,3,2,2,17
1857,2,3,2,1,1,2,9,1,3,1,57
1858,3,1,2,1,1,3,19,1,3,2,25
1859,2,6,2,1,1,2,9,1,3,2,71
1860,2,1,2,1,1,1,9,1,3,1,67
1861,2,4,2,4,2,1,9,1,3,1,50
1862,3,1,2,4,1,2,9,1,3,1,50
1863,2,6,4,1,1,1,9,1,3,2,22
1864,2,6,4,1,1,1,9,2,3,2,2
1865,2,3,2,1,1,2,1,1,3,1,39
1866,2,6,2,4,2,2,1,1,3,1,51
1867,2,1,2,4,2,2,9,1,2,1,34
1868,1,6,2,4,2,1,9,3,2,1,51
1869,1,3,2,4,1,1,9,3,3,2,54
1870,3,3,2,1,2,1,9,1,3,1,43
1871,2,4,1,1,1,2,11,1,3,1,69
1872,2,1,2,4,1,2,9,1,3,1,59
1873,1,3,2,4,1,1,9,3,2,1,43
1874,2,6,1,4,1,2,1,1,3,1,31
1875,2,1,1,1,1,2,19,1,3,1,37
1876,1,6,2,1,1,1,9,3,1,1,66
1877,2,6,1,1,1,2,9,2,3,2,27
1878,2,6,1,1,1,2,9,2,3,1,63
1879,2,6,1,1,1,2,9,1,3,2,36
1880,1,6,1,1,1,1,19,3,3,1,49
1881,3,4,2,4,2,1,9,1,3,2,30
1882,1,3,2,4,2,1,9,2,3,1,20
1883,2,3,1,4,1,2,9,1,3,1,25
1884,2,6,1,1,1,2,9,1,3,1,63
1885,1,1,2,1,1,1,9,1,3,2,23
1886,4,3,2,4,1,2,9,1,2,1,19
1887,4,3,2,4,1,2,9,2,2,1,19
1888,4,3,2,4,1,4,9,1,2,1,43
1889,4,3,2,4,1,4,9,2,2,2,43
1890,4,3,2,4,1,4,9,2,2,2,9
1891,1,6,1,7,1,1,8,2,3,1,32
1892,2,3,2,1,2,2,9,3,3,1,63
1893,2,6,1,4,1,1,9,1,3,1,31
1894,2,3,2,4,1,2,9,1,3,2,29
1895,2,6,1,1,1,1,9,1,3,1,61
1896,2,3,2,4,1,1,9,2,3,2,90
1897,2,6,2,7,1,1,9,1,3,1,24
1898,1,3,1,6,1,1,9,3,3,1,23
1899,2,1,1,4,1,2,9,2,3,2,28
1900,2,6,1,4,1,1,9,2,3,2,37
1901,1,6,1,4,1,1,9,3,2,1,21
1902,1,1,2,4,4,1,9,1,3,1,27
1903,1,3,4,1,1,1,5,1,2,1,36
1904,2,3,1,1,1,2,1,1,2,1,59
1905,3,3,1,4,1,2,9,1,3,1,41
1906,3,3,1,4,1,2,9,2,3,1,26
